,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,REPORT_TYPE,SOURCE,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyPressureChange,HourlyPressureTendency,HourlyRelativeHumidity,HourlySkyConditions,HourlySeaLevelPressure,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed,Sunrise,Sunset,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,DailyWeather,MonthlyAverageRH,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT32Temp,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithLT32Temp,MonthlyDepartureFromNormalAverageTemperature,MonthlyDepartureFromNormalCoolingDegreeDays,MonthlyDepartureFromNormalHeatingDegreeDays,MonthlyDepartureFromNormalMaximumTemperature,MonthlyDepartureFromNormalMinimumTemperature,MonthlyDepartureFromNormalPrecipitation,MonthlyDewpointTemperature,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureValueDate,MonthlyMaxSeaLevelPressureValueTime,MonthlyMaximumTemperature,MonthlyMeanTemperature,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureValueDate,MonthlyMinSeaLevelPressureValueTime,MonthlyMinimumTemperature,MonthlySeaLevelPressure,MonthlyStationPressure,MonthlyTotalLiquidPrecipitation,MonthlyTotalSnowfall,MonthlyWetBulb,AWND,CDSD,CLDD,DSNW,HDSD,HTDD,NormalsCoolingDegreeDay,NormalsHeatingDegreeDay,ShortDurationEndDate005,ShortDurationEndDate010,ShortDurationEndDate015,ShortDurationEndDate020,ShortDurationEndDate030,ShortDurationEndDate045,ShortDurationEndDate060,ShortDurationEndDate080,ShortDurationEndDate100,ShortDurationEndDate120,ShortDurationEndDate150,ShortDurationEndDate180,ShortDurationPrecipitationValue005,ShortDurationPrecipitationValue010,ShortDurationPrecipitationValue015,ShortDurationPrecipitationValue020,ShortDurationPrecipitationValue030,ShortDurationPrecipitationValue045,ShortDurationPrecipitationValue060,ShortDurationPrecipitationValue080,ShortDurationPrecipitationValue100,ShortDurationPrecipitationValue120,ShortDurationPrecipitationValue150,ShortDurationPrecipitationValue180,REM,BackupDirection,BackupDistance,BackupDistanceUnit,BackupElements,BackupElevation,BackupEquipment,BackupLatitude,BackupLongitude,BackupName,WindEquipmentChangeDate
6393,72505394728,2012-08-18T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,6,,,,,,,,,,,,,,,,,510.0,1849.0,58.0,71.0,69.0,29.89,29.75,63.0,3.3,6.0,12.9,0.0,79.0,63.0,50.0,15.0,0.32,0.0,0.0,60.0,12.0,RA BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD76024 HR PRECIPITATION (IN): 0.32 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  WEATHER(CODE):1  24 HR MAX TEMP (F): 7924 HR MIN TEMP (F): 63AVERAGE STATION PRESSURE(D):29.745 MINIMUM SEA LEVEL PRESSURE:29.84 TIME OF OCCURRENCE:1709 PEAK WIND SPEED (MPH): 15 PEAK WIND DIR (DEG): 50 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 12FASTEST 2MIN DIR (DEG): 60 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 3.3 24 HR AVG TEMP (F): 71DEPART FROM NORMAL: -4  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS:  6 LATEST DAY MAX TEMP (0700-1900 LST): 79 LATEST NIGHT MIN TEMP(1900-0800 LST):63 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.09 0.00 0.01 0.02 0.01 0.04 0.01 0.13 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
6418,72505394728,2012-08-19T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,6,,,,,,,,,,,,,,,,,511.0,1847.0,54.0,68.0,60.0,29.95,29.81,60.0,1.2,3.0,9.6,0.0,74.0,62.0,40.0,12.0,0.00,0.0,0.0,60.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD74324 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 7424 HR MIN TEMP (F): 62AVERAGE STATION PRESSURE(D):29.808 MINIMUM SEA LEVEL PRESSURE:29.92 TIME OF OCCURRENCE:1931 PEAK WIND SPEED (MPH): 12 PEAK WIND DIR (DEG): 40 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH):  8FASTEST 2MIN DIR (DEG): 60 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 1.2 24 HR AVG TEMP (F): 68DEPART FROM NORMAL: -7  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS:  3 LATEST DAY MAX TEMP (0700-1900 LST): 74 LATEST NIGHT MIN TEMP(1900-0800 LST):62 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
6443,72505394728,2012-08-20T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,6,,,,,,,,,,,,,,,,,512.0,1846.0,58.0,72.0,63.0,29.89,29.75,63.0,1.2,7.0,13.3,0.0,78.0,65.0,150.0,12.0,0.00,0.0,0.0,160.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD74324 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 7824 HR MIN TEMP (F): 65AVERAGE STATION PRESSURE(D):29.754 MINIMUM SEA LEVEL PRESSURE:29.84 TIME OF OCCURRENCE:1609 PEAK WIND SPEED (MPH): 12 PEAK WIND DIR (DEG):150 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH):  7FASTEST 2MIN DIR (DEG):160 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 1.2 24 HR AVG TEMP (F): 72DEPART FROM NORMAL: -3  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS:  7 LATEST DAY MAX TEMP (0700-1900 LST): 78 LATEST NIGHT MIN TEMP(1900-0800 LST):65 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
6469,72505394728,2012-08-21T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,6,,,,,,,,,,,,,,,,,513.0,1844.0,57.0,74.0,59.0,30.02,29.88,64.0,3.1,9.0,15.0,0.0,82.0,66.0,150.0,12.0,0.00,0.0,0.0,140.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD74324 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 8224 HR MIN TEMP (F): 66AVERAGE STATION PRESSURE(D):29.881 MINIMUM SEA LEVEL PRESSURE:29.93 TIME OF OCCURRENCE:0058 PEAK WIND SPEED (MPH): 12 PEAK WIND DIR (DEG):150 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH):  8FASTEST 2MIN DIR (DEG):140 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 3.1 24 HR AVG TEMP (F): 74DEPART FROM NORMAL: -1  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS:  9 LATEST DAY MAX TEMP (0700-1900 LST): 82 LATEST NIGHT MIN TEMP(1900-0800 LST):66 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
6494,72505394728,2012-08-22T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,6,,,,,,,,,,,,,,,,,514.0,1843.0,61.0,75.0,65.0,30.12,29.98,66.0,2.1,10.0,15.7,0.0,82.0,68.0,170.0,16.0,T,0.0,0.0,90.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD74324 HR PRECIPITATION (IN):    T SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 8224 HR MIN TEMP (F): 68AVERAGE STATION PRESSURE(D):29.977 MINIMUM SEA LEVEL PRESSURE:30.09 TIME OF OCCURRENCE:0413 PEAK WIND SPEED (MPH): 16 PEAK WIND DIR (DEG):170 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH):  9FASTEST 2MIN DIR (DEG): 90 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 2.1 24 HR AVG TEMP (F): 75DEPART FROM NORMAL:  0  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS: 10 LATEST DAY MAX TEMP (0700-1900 LST): 82 LATEST NIGHT MIN TEMP(1900-0800 LST):68 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00T     0.00 0.00 0.00 0.00 0.00 0.00 0.00,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
6519,72505394728,2012-08-23T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,6,,,,,,,,,,,,,,,,,515.0,1841.0,62.0,77.0,63.0,30.13,29.99,67.0,2.1,12.0,17.4,0.0,85.0,69.0,180.0,16.0,0.00,0.0,0.0,160.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD74324 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 8524 HR MIN TEMP (F): 69AVERAGE STATION PRESSURE(D):29.990 MINIMUM SEA LEVEL PRESSURE:30.09 TIME OF OCCURRENCE:1542 PEAK WIND SPEED (MPH): 16 PEAK WIND DIR (DEG):180 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH):  9FASTEST 2MIN DIR (DEG):160 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 2.1 24 HR AVG TEMP (F): 77DEPART FROM NORMAL:  3  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS: 12 LATEST DAY MAX TEMP (0700-1900 LST): 85 LATEST NIGHT MIN TEMP(1900-0800 LST):69 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
6544,72505394728,2012-08-24T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,6,,,,,,,,,,,,,,,,,516.0,1840.0,61.0,78.0,58.0,30.15,30.01,67.0,2.0,13.0,18.2,0.0,87.0,69.0,230.0,13.0,0.00,0.0,0.0,50.0,8.0,HZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD76024 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  WEATHER(CODE):8  24 HR MAX TEMP (F): 8724 HR MIN TEMP (F): 69AVERAGE STATION PRESSURE(D):30.011 MINIMUM SEA LEVEL PRESSURE:30.11 TIME OF OCCURRENCE:0303 PEAK WIND SPEED (MPH): 13 PEAK WIND DIR (DEG):230 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH):  8FASTEST 2MIN DIR (DEG): 50 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 2.0 24 HR AVG TEMP (F): 78DEPART FROM NORMAL:  4  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS: 13 LATEST DAY MAX TEMP (0700-1900 LST): 87 LATEST NIGHT MIN TEMP(1900-0800 LST):69 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
6569,72505394728,2012-08-25T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,6,,,,,,,,,,,,,,,,,517.0,1838.0,64.0,78.0,67.0,30.24,30.1,69.0,3.5,13.0,17.9,0.0,86.0,70.0,60.0,17.0,0.00,0.0,0.0,110.0,12.0,BR HZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD76124 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  WEATHER(CODE):18  24 HR MAX TEMP (F): 8624 HR MIN TEMP (F): 70AVERAGE STATION PRESSURE(D):30.103 MINIMUM SEA LEVEL PRESSURE:30.18 TIME OF OCCURRENCE:0019 PEAK WIND SPEED (MPH): 17 PEAK WIND DIR (DEG): 60 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 12FASTEST 2MIN DIR (DEG):110 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 3.5 24 HR AVG TEMP (F): 78DEPART FROM NORMAL:  4  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS: 13 LATEST DAY MAX TEMP (0700-1900 LST): 86 LATEST NIGHT MIN TEMP(1900-0800 LST):72 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
6597,72505394728,2012-08-26T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,6,,,,,,,,,,,,,,,,,518.0,1837.0,63.0,76.0,70.0,30.27,30.13,67.0,4.8,11.0,15.6,0.0,84.0,68.0,80.0,18.0,0.00,0.0,0.0,160.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD74324 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 8424 HR MIN TEMP (F): 68AVERAGE STATION PRESSURE(D):30.126 MINIMUM SEA LEVEL PRESSURE:30.21 TIME OF OCCURRENCE:2352 PEAK WIND SPEED (MPH): 18 PEAK WIND DIR (DEG): 80 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 10FASTEST 2MIN DIR (DEG):160 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 4.8 24 HR AVG TEMP (F): 76DEPART FROM NORMAL:  2  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS: 11 LATEST DAY MAX TEMP (0700-1900 LST): 84 LATEST NIGHT MIN TEMP(1900-0800 LST):68 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
6646,72505394728,2012-08-27T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,6,,,,,,,,,,,,,,,,,519.0,1835.0,69.0,76.0,83.0,30.08,29.95,71.0,3.8,11.0,15.3,0.0,81.0,70.0,270.0,21.0,0.61,0.0,0.0,250.0,12.0,RA FG BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD76024 HR PRECIPITATION (IN): 0.61 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  WEATHER(CODE):1  24 HR MAX TEMP (F): 8124 HR MIN TEMP (F): 70AVERAGE STATION PRESSURE(D):29.947 MINIMUM SEA LEVEL PRESSURE:29.94 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH): 21 PEAK WIND DIR (DEG):270 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 12FASTEST 2MIN DIR (DEG):250 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 3.8 24 HR AVG TEMP (F): 76DEPART FROM NORMAL:  2  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS: 11 LATEST DAY MAX TEMP (0700-1900 LST): 81 LATEST NIGHT MIN TEMP(1900-0800 LST):70 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.60 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
6683,72505394728,2012-08-28T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,6,,,,,,,,,,,,,,,,,520.0,1833.0,64.0,80.0,64.0,29.86,29.72,69.0,6.3,15.0,19.0,0.0,87.0,73.0,320.0,23.0,0.14,0.0,0.0,270.0,14.0,RA BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD76024 HR PRECIPITATION (IN): 0.14 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  WEATHER(CODE):1  24 HR MAX TEMP (F): 8724 HR MIN TEMP (F): 73AVERAGE STATION PRESSURE(D):29.716 MINIMUM SEA LEVEL PRESSURE:29.80 TIME OF OCCURRENCE:1525 PEAK WIND SPEED (MPH): 23 PEAK WIND DIR (DEG):320 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 14FASTEST 2MIN DIR (DEG):270 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 6.3 24 HR AVG TEMP (F): 80DEPART FROM NORMAL:  6  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS: 15 LATEST DAY MAX TEMP (0700-1900 LST): 87 LATEST NIGHT MIN TEMP(1900-0800 LST):73 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00T     0.01 0.01 0.11 0.01 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
6708,72505394728,2012-08-29T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,6,,,,,,,,,,,,,,,,,521.0,1832.0,51.0,73.0,49.0,29.97,29.82,60.0,4.5,8.0,11.8,0.0,79.0,67.0,60.0,21.0,0.00,0.0,0.0,50.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 7924 HR MIN TEMP (F): 67AVERAGE STATION PRESSURE:29.815 MINIMUM SEA LEVEL PRESSURE:29.90 TIME OF OCCURRENCE:0118 PEAK WIND SPEED (MPH): 21 PEAK WIND DIR (DEG): 60 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 14FASTEST 2MIN DIR (DEG): 50 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 4.5 24 HR AVG TEMP (F): 73DEPART FROM NORMAL:  0  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS:  8 LATEST DAY MAX TEMP (0700-1900 LST):79  LATEST NIGHT MIN TEMP(1900-0800 LST):67 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
6733,72505394728,2012-08-30T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,6,,,,,,,,,,,,,,,,,522.0,1830.0,50.0,72.0,47.0,30.06,29.92,60.0,3.6,7.0,10.5,0.0,82.0,61.0,260.0,16.0,0.00,0.0,0.0,290.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD74324 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 8224 HR MIN TEMP (F): 61AVERAGE STATION PRESSURE(D):29.919 MINIMUM SEA LEVEL PRESSURE:30.02 TIME OF OCCURRENCE:0223 PEAK WIND SPEED (MPH): 16 PEAK WIND DIR (DEG):260 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 10FASTEST 2MIN DIR (DEG):290 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 3.6 24 HR AVG TEMP (F): 72DEPART FROM NORMAL: -1  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS:  7 LATEST DAY MAX TEMP (0700-1900 LST): 82 LATEST NIGHT MIN TEMP(1900-0800 LST):61 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
6759,72505394728,2012-08-31T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,6,,,,,,,,,,,,,,,,,523.0,1829.0,57.0,80.0,47.0,29.98,29.84,66.0,4.7,15.0,18.2,0.0,91.0,69.0,240.0,23.0,0.00,0.0,0.0,250.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD74324 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 9124 HR MIN TEMP (F): 69AVERAGE STATION PRESSURE(D):29.838 MINIMUM SEA LEVEL PRESSURE:29.90 TIME OF OCCURRENCE:1757 PEAK WIND SPEED (MPH): 23 PEAK WIND DIR (DEG):240 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 14FASTEST 2MIN DIR (DEG):250 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 4.7 24 HR AVG TEMP (F): 80DEPART FROM NORMAL:  7  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS: 15 LATEST DAY MAX TEMP (0700-1900 LST): 91 LATEST NIGHT MIN TEMP(1900-0800 LST):69 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
6786,72505394728,2012-09-01T23:59:00,40.77898,-73.96925,42.7,"NY CITY CENTRAL PARK, NY US",SOD  ,6,,,,,,,,,,,,,,,,,523.0,1827.0,63.0,83.0,57.0,29.99,29.83,69.0,5.0,18.0,20.9,0.0,91.0,74.0,260.0,20.0,0.00,0.0,0.0,150.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD73924 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0     24 HR SNOWFALL (IN):0.0  24 HR MAX TEMP (F): 9124 HR MIN TEMP (F): 74AVERAGE STATION PRESSURE:29.830 MINIMUM SEA LEVEL PRESSURE:29.92 TIME OF OCCURRENCE:0317 PEAK WIND SPEED (MPH): 20 PEAK WIND DIR (DEG):260 PEAK WIND TIME (LST):      FASTEST 2MIN SPEED (MPH): 12FASTEST 2MIN DIR (DEG):150 FASTEST 2MIN TIME (LST):     AVERAGE WIND SPEED (MPH): 5.0 24 HR AVG TEMP (F): 83DEPART FROM NORMAL: 10  HEATING DEGREE DAYS:  0 COOLING DEGREE DAYS: 18 LATEST DAY MAX TEMP (0700-1900 LST):91  LATEST NIGHT MIN TEMP(1900-0800 LST):77 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,ESE,0.5,mi,SNOW,,SNOWBOARD,,,CENTRAL PARK ZOO,2006-09-18
